district,commodity,Arrival Date,variety,Min_price
Mysore,Ragi (Finger Millet),06-01-18,Fine,2800
Mysore,Ragi (Finger Millet),09-01-18,Fine,2800
Mysore,Ragi (Finger Millet),10-01-18,Fine,2800
Mysore,Ragi (Finger Millet),11-01-18,Fine,2800
Mysore,Ragi (Finger Millet),12-01-18,Fine,2800
Mysore,Ragi (Finger Millet),16-01-18,Fine,2800
Mysore,Ragi (Finger Millet),17-01-18,Fine,2800
Mysore,Ragi (Finger Millet),18-01-18,Fine,2800
Mysore,Ragi (Finger Millet),19-01-18,Fine,2800
Mysore,Ragi (Finger Millet),20-01-18,Fine,2800
Mysore,Ragi (Finger Millet),22-01-18,Fine,2800
Mysore,Ragi (Finger Millet),23-01-18,Fine,2800
Mysore,Ragi (Finger Millet),24-01-18,Fine,2800
Mysore,Ragi (Finger Millet),27-01-18,Fine,2800
Mysore,Ragi (Finger Millet),30-01-18,Fine,2800
Mysore,Ragi (Finger Millet),31-01-18,Fine,2800
Mysore,Ragi (Finger Millet),01-02-18,Fine,2800
Mysore,Ragi (Finger Millet),02-02-18,Fine,2800
Mysore,Ragi (Finger Millet),03-02-18,Fine,2800
Mysore,Ragi (Finger Millet),05-02-18,Fine,2800
Mysore,Ragi (Finger Millet),07-02-18,Fine,2800
Mysore,Ragi (Finger Millet),08-02-18,Fine,2800
Mysore,Ragi (Finger Millet),09-02-18,Fine,2800
Mysore,Ragi (Finger Millet),12-02-18,Fine,2800
Mysore,Ragi (Finger Millet),14-02-18,Fine,2800
Mysore,Ragi (Finger Millet),15-02-18,Fine,2000
Mysore,Ragi (Finger Millet),16-02-18,Fine,2000
Mysore,Ragi (Finger Millet),17-02-18,Fine,2000
Mysore,Ragi (Finger Millet),19-02-18,Fine,2000
Mysore,Ragi (Finger Millet),20-02-18,Fine,2000
Mysore,Ragi (Finger Millet),21-02-18,Fine,2000
Mysore,Ragi (Finger Millet),22-02-18,Fine,2000
Mysore,Ragi (Finger Millet),23-02-18,Fine,2000
Mysore,Ragi (Finger Millet),24-02-18,Fine,2000
Mysore,Ragi (Finger Millet),26-02-18,Fine,2000
Mysore,Ragi (Finger Millet),27-02-18,Fine,2000
Mysore,Ragi (Finger Millet),28-02-18,Fine,2000
Mysore,Ragi (Finger Millet),01-03-18,Fine,2000
Mysore,Ragi (Finger Millet),02-03-18,Fine,2300
Mysore,Ragi (Finger Millet),03-03-18,Fine,2300
Mysore,Ragi (Finger Millet),05-03-18,Fine,2300
Mysore,Ragi (Finger Millet),06-03-18,Fine,2300
Mysore,Ragi (Finger Millet),07-03-18,Fine,2300
Mysore,Ragi (Finger Millet),08-03-18,Fine,2300
Mysore,Ragi (Finger Millet),09-03-18,Fine,2300
Mysore,Ragi (Finger Millet),12-03-18,Fine,2300
Mysore,Ragi (Finger Millet),13-03-18,Fine,2300
Mysore,Ragi (Finger Millet),14-03-18,Fine,2300
Mysore,Ragi (Finger Millet),15-03-18,Fine,2300
Mysore,Ragi (Finger Millet),16-03-18,Fine,2300
Mysore,Ragi (Finger Millet),17-03-18,Fine,2300
Mysore,Ragi (Finger Millet),19-03-18,Fine,2300
Mysore,Ragi (Finger Millet),20-03-18,Fine,2300
Mysore,Ragi (Finger Millet),22-03-18,Fine,2300
Mysore,Ragi (Finger Millet),23-03-18,Fine,2300
Mysore,Ragi (Finger Millet),24-03-18,Fine,2300
Mysore,Ragi (Finger Millet),26-03-18,Fine,2300
Mysore,Ragi (Finger Millet),27-03-18,Fine,2300
Mysore,Ragi (Finger Millet),28-03-18,Fine,2300
Mysore,Ragi (Finger Millet),31-03-18,Fine,2300
Mysore,Ragi (Finger Millet),02-04-18,Fine,2300
Mysore,Ragi (Finger Millet),03-04-18,Fine,2300
Mysore,Ragi (Finger Millet),04-04-18,Fine,2300
Mysore,Ragi (Finger Millet),05-04-18,Fine,2300
Mysore,Ragi (Finger Millet),06-04-18,Fine,2300
Mysore,Ragi (Finger Millet),07-04-18,Fine,2400
Mysore,Ragi (Finger Millet),09-04-18,Fine,2400
Mysore,Ragi (Finger Millet),10-04-18,Fine,2400
Mysore,Ragi (Finger Millet),11-04-18,Fine,2400
Mysore,Ragi (Finger Millet),12-04-18,Fine,2400
Mysore,Ragi (Finger Millet),16-04-18,Fine,2400
Mysore,Ragi (Finger Millet),17-04-18,Fine,2400
Mysore,Ragi (Finger Millet),19-04-18,Fine,2400
Mysore,Ragi (Finger Millet),26-04-18,Fine,3000
Mysore,Ragi (Finger Millet),27-04-18,Fine,3000
Mysore,Ragi (Finger Millet),28-04-18,Fine,3000
Mysore,Ragi (Finger Millet),30-04-18,Fine,3000
Mysore,Ragi (Finger Millet),03-05-18,Fine,3000
Mysore,Ragi (Finger Millet),04-05-18,Fine,3000
Mysore,Ragi (Finger Millet),05-05-18,Fine,3000
Mysore,Ragi (Finger Millet),07-05-18,Fine,3000
Mysore,Ragi (Finger Millet),08-05-18,Fine,3000
Mysore,Ragi (Finger Millet),09-05-18,Fine,3000
Mysore,Ragi (Finger Millet),10-05-18,Fine,3000
Mysore,Ragi (Finger Millet),11-05-18,Fine,3000
Mysore,Ragi (Finger Millet),15-05-18,Fine,3000
Mysore,Ragi (Finger Millet),16-05-18,Fine,3000
Mysore,Ragi (Finger Millet),17-05-18,Fine,3000
Mysore,Ragi (Finger Millet),18-05-18,Fine,3000
Mysore,Ragi (Finger Millet),19-05-18,Fine,3000
Mysore,Ragi (Finger Millet),21-05-18,Fine,3000
Mysore,Ragi (Finger Millet),22-05-18,Fine,3000
Mysore,Ragi (Finger Millet),23-05-18,Fine,3000
Mysore,Ragi (Finger Millet),24-05-18,Fine,3000
Mysore,Ragi (Finger Millet),25-05-18,Fine,3000
Mysore,Ragi (Finger Millet),26-05-18,Fine,3000
Mysore,Ragi (Finger Millet),28-05-18,Fine,3000
Mysore,Ragi (Finger Millet),29-05-18,Fine,3000
Mysore,Ragi (Finger Millet),30-05-18,Fine,3000
Mysore,Ragi (Finger Millet),31-05-18,Fine,3000
Mysore,Ragi (Finger Millet),01-06-18,Fine,3000
Mysore,Ragi (Finger Millet),02-06-18,Fine,3000
Mysore,Ragi (Finger Millet),04-06-18,Fine,3000
Mysore,Ragi (Finger Millet),05-06-18,Fine,3000
Mysore,Ragi (Finger Millet),06-06-18,Fine,3000
Mysore,Ragi (Finger Millet),07-06-18,Fine,3000
Mysore,Ragi (Finger Millet),08-06-18,Fine,3000
Mysore,Ragi (Finger Millet),11-06-18,Fine,3000
Mysore,Ragi (Finger Millet),12-06-18,Fine,3000
Mysore,Ragi (Finger Millet),13-06-18,Fine,3000
Mysore,Ragi (Finger Millet),14-06-18,Fine,3000
Mysore,Ragi (Finger Millet),15-06-18,Fine,3000
Mysore,Ragi (Finger Millet),18-06-18,Fine,3000
Mysore,Ragi (Finger Millet),19-06-18,Fine,3000
Mysore,Ragi (Finger Millet),20-06-18,Fine,3000
Mysore,Ragi (Finger Millet),21-06-18,Fine,3000
Mysore,Ragi (Finger Millet),22-06-18,Fine,3000
Mysore,Ragi (Finger Millet),23-06-18,Fine,3000
Mysore,Ragi (Finger Millet),25-06-18,Fine,3000
Mysore,Ragi (Finger Millet),27-06-18,Fine,3000
Mysore,Ragi (Finger Millet),28-06-18,Fine,3000
Mysore,Ragi (Finger Millet),29-06-18,Fine,3000
Mysore,Ragi (Finger Millet),30-06-18,Fine,3000
Mysore,Ragi (Finger Millet),02-07-18,Fine,3000
Mysore,Ragi (Finger Millet),03-07-18,Fine,3000
Mysore,Ragi (Finger Millet),04-07-18,Fine,3000
Mysore,Ragi (Finger Millet),05-07-18,Fine,3000
Mysore,Ragi (Finger Millet),06-07-18,Fine,3000
Mysore,Ragi (Finger Millet),07-07-18,Fine,3000
Mysore,Ragi (Finger Millet),09-07-18,Fine,3000
Mysore,Ragi (Finger Millet),10-07-18,Fine,3000
Mysore,Ragi (Finger Millet),12-07-18,Fine,3000
Mysore,Ragi (Finger Millet),13-07-18,Fine,3000
Mysore,Ragi (Finger Millet),16-07-18,Fine,3000
Mysore,Ragi (Finger Millet),17-07-18,Fine,3000
Mysore,Ragi (Finger Millet),18-07-18,Fine,3000
Mysore,Ragi (Finger Millet),19-07-18,Fine,3000
Mysore,Ragi (Finger Millet),20-07-18,Fine,3000
Mysore,Ragi (Finger Millet),21-07-18,Fine,3000
Mysore,Ragi (Finger Millet),23-07-18,Fine,3000
Mysore,Ragi (Finger Millet),24-07-18,Fine,3000
Mysore,Ragi (Finger Millet),25-07-18,Fine,3000
Mysore,Ragi (Finger Millet),26-07-18,Fine,3000
Mysore,Ragi (Finger Millet),27-07-18,Fine,3000
Mysore,Ragi (Finger Millet),28-07-18,Fine,3000
Mysore,Ragi (Finger Millet),30-07-18,Fine,3000
Mysore,Ragi (Finger Millet),31-07-18,Fine,3000
Mysore,Ragi (Finger Millet),01-08-18,Fine,3000
Mysore,Ragi (Finger Millet),02-08-18,Fine,3000
Mysore,Ragi (Finger Millet),03-08-18,Fine,3000
Mysore,Ragi (Finger Millet),04-08-18,Fine,3000
Mysore,Ragi (Finger Millet),06-08-18,Fine,2600
Mysore,Ragi (Finger Millet),07-08-18,Fine,2600
Mysore,Ragi (Finger Millet),08-08-18,Fine,2600
Mysore,Ragi (Finger Millet),09-08-18,Fine,2600
Mysore,Ragi (Finger Millet),10-08-18,Fine,2600
Mysore,Ragi (Finger Millet),13-08-18,Fine,2600
Mysore,Ragi (Finger Millet),14-08-18,Fine,2600
Mysore,Ragi (Finger Millet),16-08-18,Fine,2600
Mysore,Ragi (Finger Millet),18-08-18,Fine,2600
Mysore,Ragi (Finger Millet),20-08-18,Fine,2600
Mysore,Ragi (Finger Millet),21-08-18,Fine,2600
Mysore,Ragi (Finger Millet),23-08-18,Fine,2600
Mysore,Ragi (Finger Millet),24-08-18,Fine,2600
Mysore,Ragi (Finger Millet),25-08-18,Fine,2600
Mysore,Ragi (Finger Millet),27-08-18,Fine,2600
Mysore,Ragi (Finger Millet),28-08-18,Fine,2600
Mysore,Ragi (Finger Millet),29-08-18,Fine,2600
Mysore,Ragi (Finger Millet),30-08-18,Fine,2800
Mysore,Ragi (Finger Millet),01-09-18,Fine,2800
Mysore,Ragi (Finger Millet),03-09-18,Fine,2800
Mysore,Ragi (Finger Millet),04-09-18,Fine,2800
Mysore,Ragi (Finger Millet),05-09-18,Fine,2800
Mysore,Ragi (Finger Millet),06-09-18,Fine,2800
Mysore,Ragi (Finger Millet),07-09-18,Fine,2800
Mysore,Ragi (Finger Millet),10-09-18,Fine,2800
Mysore,Ragi (Finger Millet),11-09-18,Fine,2800
Mysore,Ragi (Finger Millet),12-09-18,Fine,2800
Mysore,Ragi (Finger Millet),14-09-18,Fine,2800
Mysore,Ragi (Finger Millet),15-09-18,Fine,2800
Mysore,Ragi (Finger Millet),17-09-18,Fine,2800
Mysore,Ragi (Finger Millet),18-09-18,Fine,2800
Mysore,Ragi (Finger Millet),19-09-18,Fine,2800
Mysore,Ragi (Finger Millet),20-09-18,Fine,2800
Mysore,Ragi (Finger Millet),22-09-18,Fine,2800
Mysore,Ragi (Finger Millet),24-09-18,Fine,2800
Mysore,Ragi (Finger Millet),25-09-18,Fine,2800
Mysore,Ragi (Finger Millet),26-09-18,Fine,2800
Mysore,Ragi (Finger Millet),27-09-18,Fine,2800
Mysore,Ragi (Finger Millet),28-09-18,Fine,2800
Mysore,Ragi (Finger Millet),29-09-18,Fine,2800
Mysore,Ragi (Finger Millet),01-10-18,Fine,2800
Mysore,Ragi (Finger Millet),03-10-18,Fine,2800
Mysore,Ragi (Finger Millet),04-10-18,Fine,2800
Mysore,Ragi (Finger Millet),05-10-18,Fine,2800
Mysore,Ragi (Finger Millet),06-10-18,Fine,2800
Mysore,Ragi (Finger Millet),09-10-18,Fine,2800
Mysore,Ragi (Finger Millet),10-10-18,Fine,2800
Mysore,Ragi (Finger Millet),11-10-18,Fine,2800
Mysore,Ragi (Finger Millet),12-10-18,Fine,2800
Mysore,Ragi (Finger Millet),15-10-18,Fine,2800
Mysore,Ragi (Finger Millet),16-10-18,Fine,2800
Mysore,Ragi (Finger Millet),17-10-18,Fine,2800
Mysore,Ragi (Finger Millet),20-10-18,Fine,2800
Mysore,Ragi (Finger Millet),22-10-18,Fine,2800
Mysore,Ragi (Finger Millet),23-10-18,Fine,2800
Mysore,Ragi (Finger Millet),25-10-18,Fine,2800
Mysore,Ragi (Finger Millet),26-10-18,Fine,2800
Mysore,Ragi (Finger Millet),27-10-18,Fine,2800
Mysore,Ragi (Finger Millet),29-10-18,Fine,2800
Mysore,Ragi (Finger Millet),30-10-18,Fine,2800
Mysore,Ragi (Finger Millet),31-10-18,Fine,2800
Mysore,Ragi (Finger Millet),02-11-18,Fine,2800
Mysore,Ragi (Finger Millet),03-11-18,Fine,2800
Mysore,Ragi (Finger Millet),05-11-18,Fine,2800
Mysore,Ragi (Finger Millet),07-11-18,Fine,2800
Mysore,Ragi (Finger Millet),09-11-18,Fine,2800
Mysore,Ragi (Finger Millet),13-11-18,Fine,2800
Mysore,Ragi (Finger Millet),14-11-18,Fine,2800
Mysore,Ragi (Finger Millet),15-11-18,Fine,2800
Mysore,Ragi (Finger Millet),16-11-18,Fine,2800
Mysore,Ragi (Finger Millet),17-11-18,Fine,2800
Mysore,Ragi (Finger Millet),19-11-18,Fine,2800
Mysore,Ragi (Finger Millet),20-11-18,Fine,2800
Mysore,Ragi (Finger Millet),22-11-18,Fine,2800
Mysore,Ragi (Finger Millet),23-11-18,Fine,2800
Mysore,Ragi (Finger Millet),24-11-18,Fine,2800
Mysore,Ragi (Finger Millet),27-11-18,Fine,2800
Mysore,Ragi (Finger Millet),28-11-18,Fine,2800
Mysore,Ragi (Finger Millet),29-11-18,Fine,2800
Mysore,Ragi (Finger Millet),30-11-18,Fine,2800
Mysore,Ragi (Finger Millet),01-12-18,Fine,2800
Mysore,Ragi (Finger Millet),03-12-18,Fine,2800
Mysore,Ragi (Finger Millet),04-12-18,Fine,2800
Mysore,Ragi (Finger Millet),05-12-18,Fine,2800
Mysore,Ragi (Finger Millet),06-12-18,Fine,2800
Mysore,Ragi (Finger Millet),07-12-18,Fine,2800
Mysore,Ragi (Finger Millet),10-12-18,Fine,2800
Mysore,Ragi (Finger Millet),11-12-18,Fine,2800
Mysore,Ragi (Finger Millet),12-12-18,Fine,2800
Mysore,Ragi (Finger Millet),13-12-18,Fine,2800
Mysore,Ragi (Finger Millet),14-12-18,Fine,2800
Mysore,Ragi (Finger Millet),15-12-18,Fine,2800
Mysore,Ragi (Finger Millet),17-12-18,Fine,2800
Mysore,Ragi (Finger Millet),18-12-18,Fine,2800
Mysore,Ragi (Finger Millet),19-12-18,Fine,2800
Mysore,Ragi (Finger Millet),20-12-18,Fine,2800
Mysore,Ragi (Finger Millet),21-12-18,Fine,2800
Mysore,Ragi (Finger Millet),22-12-18,Fine,2800
Mysore,Ragi (Finger Millet),24-12-18,Fine,2800
Mysore,Ragi (Finger Millet),26-12-18,Fine,2800
Mysore,Ragi (Finger Millet),27-12-18,Fine,2800
Mysore,Ragi (Finger Millet),28-12-18,Fine,2800
Mysore,Ragi (Finger Millet),29-12-18,Fine,2800
Mysore,Ragi (Finger Millet),01-01-19,Fine,2800
Mysore,Ragi (Finger Millet),03-01-19,Fine,2800
Mysore,Ragi (Finger Millet),04-01-19,Fine,2800
Mysore,Ragi (Finger Millet),06-01-19,Fine,3100
Mysore,Ragi (Finger Millet),08-01-19,Fine,3100
Mysore,Ragi (Finger Millet),14-01-19,Fine,2800
Mysore,Ragi (Finger Millet),16-01-19,Fine,2800
Mysore,Ragi (Finger Millet),17-01-19,Fine,2800
Mysore,Ragi (Finger Millet),18-01-19,Fine,2800
Mysore,Ragi (Finger Millet),19-01-19,Fine,2800
Mysore,Ragi (Finger Millet),21-01-19,Fine,2800
Mysore,Ragi (Finger Millet),23-01-19,Fine,2800
Mysore,Ragi (Finger Millet),24-01-19,Fine,2800
Mysore,Ragi (Finger Millet),25-01-19,Fine,2800
Mysore,Ragi (Finger Millet),28-01-19,Fine,2800
Mysore,Ragi (Finger Millet),29-01-19,Fine,2800
Mysore,Ragi (Finger Millet),30-01-19,Fine,2800
Mysore,Ragi (Finger Millet),31-01-19,Fine,2800
Mysore,Ragi (Finger Millet),01-02-19,Fine,2800
Mysore,Ragi (Finger Millet),02-02-19,Fine,2800
Mysore,Ragi (Finger Millet),03-02-19,Fine,2500
Mysore,Ragi (Finger Millet),04-02-19,Fine,2800
Mysore,Ragi (Finger Millet),05-02-19,Fine,2800
Mysore,Ragi (Finger Millet),08-02-19,Fine,3100
Mysore,Ragi (Finger Millet),13-02-19,Fine,2800
Mysore,Ragi (Finger Millet),14-02-19,Fine,2800
Mysore,Ragi (Finger Millet),15-02-19,Fine,2800
Mysore,Ragi (Finger Millet),16-02-19,Fine,2800
Mysore,Ragi (Finger Millet),18-02-19,Fine,2800
Mysore,Ragi (Finger Millet),19-02-19,Fine,2800
Mysore,Ragi (Finger Millet),20-02-19,Fine,2800
Mysore,Ragi (Finger Millet),21-02-19,Fine,2800
Mysore,Ragi (Finger Millet),22-02-19,Fine,2800
Mysore,Ragi (Finger Millet),23-02-19,Fine,2800
Mysore,Ragi (Finger Millet),25-02-19,Fine,2800
Mysore,Ragi (Finger Millet),26-02-19,Fine,2800
Mysore,Ragi (Finger Millet),27-02-19,Fine,2800
Mysore,Ragi (Finger Millet),28-02-19,Fine,2800
Mysore,Ragi (Finger Millet),01-03-19,Fine,2800
Mysore,Ragi (Finger Millet),04-03-19,Fine,2800
Mysore,Ragi (Finger Millet),05-03-19,Fine,2800
Mysore,Ragi (Finger Millet),06-03-19,Fine,3100
Mysore,Ragi (Finger Millet),08-03-19,Fine,3100
Mysore,Ragi (Finger Millet),13-03-19,Fine,2500
Mysore,Ragi (Finger Millet),14-03-19,Fine,2500
Mysore,Ragi (Finger Millet),15-03-19,Fine,2500
Mysore,Ragi (Finger Millet),16-03-19,Fine,2500
Mysore,Ragi (Finger Millet),18-03-19,Fine,2500
Mysore,Ragi (Finger Millet),19-03-19,Fine,2500
Mysore,Ragi (Finger Millet),20-03-19,Fine,2500
Mysore,Ragi (Finger Millet),21-03-19,Fine,2500
Mysore,Ragi (Finger Millet),22-03-19,Fine,2500
Mysore,Ragi (Finger Millet),25-03-19,Fine,2800
Mysore,Ragi (Finger Millet),26-03-19,Fine,2800
Mysore,Ragi (Finger Millet),27-03-19,Fine,2800
Mysore,Ragi (Finger Millet),28-03-19,Fine,2800
Mysore,Ragi (Finger Millet),29-03-19,Fine,2800
Mysore,Ragi (Finger Millet),30-03-19,Fine,2800
Mysore,Ragi (Finger Millet),01-04-19,Fine,2800
Mysore,Ragi (Finger Millet),04-04-19,Fine,2800
Mysore,Ragi (Finger Millet),05-04-19,Fine,2800
Mysore,Ragi (Finger Millet),06-04-19,Fine,3100
Mysore,Ragi (Finger Millet),15-04-19,Fine,2800
Mysore,Ragi (Finger Millet),16-04-19,Fine,2800
Mysore,Ragi (Finger Millet),20-04-19,Fine,2800
Mysore,Ragi (Finger Millet),22-04-19,Fine,2800
Mysore,Ragi (Finger Millet),23-04-19,Fine,2800
Mysore,Ragi (Finger Millet),24-04-19,Fine,2800
Mysore,Ragi (Finger Millet),25-04-19,Fine,2800
Mysore,Ragi (Finger Millet),26-04-19,Fine,2800
Mysore,Ragi (Finger Millet),27-04-19,Fine,2800
Mysore,Ragi (Finger Millet),29-04-19,Fine,2800
Mysore,Ragi (Finger Millet),30-04-19,Fine,2800
Mysore,Ragi (Finger Millet),01-05-19,Fine,2800
Mysore,Ragi (Finger Millet),03-05-19,Fine,2500
Mysore,Ragi (Finger Millet),04-05-19,Fine,2800
Mysore,Ragi (Finger Millet),08-05-19,Fine,3100
Mysore,Ragi (Finger Millet),13-05-19,Fine,2800
Mysore,Ragi (Finger Millet),14-05-19,Fine,2800
Mysore,Ragi (Finger Millet),15-05-19,Fine,2800
Mysore,Ragi (Finger Millet),16-05-19,Fine,2800
Mysore,Ragi (Finger Millet),17-05-19,Fine,2800
Mysore,Ragi (Finger Millet),18-05-19,Fine,3100
Mysore,Ragi (Finger Millet),20-05-19,Fine,3100
Mysore,Ragi (Finger Millet),21-05-19,Fine,3100
Mysore,Ragi (Finger Millet),22-05-19,Fine,3100
Mysore,Ragi (Finger Millet),23-05-19,Fine,3100
Mysore,Ragi (Finger Millet),24-05-19,Fine,3100
Mysore,Ragi (Finger Millet),25-05-19,Fine,3100
Mysore,Ragi (Finger Millet),27-05-19,Fine,3100
Mysore,Ragi (Finger Millet),28-05-19,Fine,3100
Mysore,Ragi (Finger Millet),29-05-19,Fine,3100
Mysore,Ragi (Finger Millet),30-05-19,Fine,3100
Mysore,Ragi (Finger Millet),31-05-19,Fine,3100
Mysore,Ragi (Finger Millet),03-06-19,Fine,2500
Mysore,Ragi (Finger Millet),05-06-19,Fine,2800
Mysore,Ragi (Finger Millet),06-06-19,Fine,3100
Mysore,Ragi (Finger Millet),08-06-19,Fine,3100
Mysore,Ragi (Finger Millet),13-06-19,Fine,3100
Mysore,Ragi (Finger Millet),14-06-19,Fine,3100
Mysore,Ragi (Finger Millet),15-06-19,Fine,3100
Mysore,Ragi (Finger Millet),17-06-19,Fine,3100
Mysore,Ragi (Finger Millet),18-06-19,Fine,3100
Mysore,Ragi (Finger Millet),19-06-19,Fine,3100
Mysore,Ragi (Finger Millet),20-06-19,Fine,3100
Mysore,Ragi (Finger Millet),21-06-19,Fine,3100
Mysore,Ragi (Finger Millet),24-06-19,Fine,3100
Mysore,Ragi (Finger Millet),25-06-19,Fine,3100
Mysore,Ragi (Finger Millet),01-07-19,Fine,2800
Mysore,Ragi (Finger Millet),02-07-19,Fine,2800
Mysore,Ragi (Finger Millet),03-07-19,Fine,2500
Mysore,Ragi (Finger Millet),06-07-19,Fine,3100
Mysore,Ragi (Finger Millet),08-07-19,Fine,3100
Mysore,Ragi (Finger Millet),15-07-19,Fine,3100
Mysore,Ragi (Finger Millet),16-07-19,Fine,3100
Mysore,Ragi (Finger Millet),17-07-19,Fine,3100
Mysore,Ragi (Finger Millet),18-07-19,Fine,3100
Mysore,Ragi (Finger Millet),19-07-19,Fine,3100
Mysore,Ragi (Finger Millet),20-07-19,Fine,3100
Mysore,Ragi (Finger Millet),22-07-19,Fine,3100
Mysore,Ragi (Finger Millet),23-07-19,Fine,3100
Mysore,Ragi (Finger Millet),24-07-19,Fine,3100
Mysore,Ragi (Finger Millet),25-07-19,Fine,3100
Mysore,Ragi (Finger Millet),26-07-19,Fine,3100
Mysore,Ragi (Finger Millet),29-07-19,Fine,3100
Mysore,Ragi (Finger Millet),30-07-19,Fine,3100
Mysore,Ragi (Finger Millet),31-07-19,Fine,3100
Mysore,Ragi (Finger Millet),01-08-19,Fine,2800
Mysore,Ragi (Finger Millet),02-08-19,Fine,2800
Mysore,Ragi (Finger Millet),03-08-19,Fine,2500
Mysore,Ragi (Finger Millet),05-08-19,Fine,2800
Mysore,Ragi (Finger Millet),08-08-19,Fine,3100
Mysore,Ragi (Finger Millet),01-09-19,Fine,2800
Mysore,Ragi (Finger Millet),04-09-19,Fine,2800
Mysore,Ragi (Finger Millet),05-09-19,Fine,2800
Mysore,Ragi (Finger Millet),01-10-19,Fine,2800
Mysore,Ragi (Finger Millet),04-10-19,Fine,2800
Mysore,Ragi (Finger Millet),05-10-19,Fine,2800
Mysore,Ragi (Finger Millet),06-10-19,Fine,3100
Mysore,Ragi (Finger Millet),01-11-19,Fine,2800
Mysore,Ragi (Finger Millet),02-11-19,Fine,2800
Mysore,Ragi (Finger Millet),03-11-19,Fine,2500
Mysore,Ragi (Finger Millet),04-11-19,Fine,2800
Mysore,Ragi (Finger Millet),06-11-19,Fine,3100
Bangalore,Ragi (Finger Millet),02-01-14,Fine,1600
Bangalore,Ragi (Finger Millet),03-01-14,Fine,2000
Bangalore,Ragi (Finger Millet),04-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),07-01-14,Fine,2000
Bangalore,Ragi (Finger Millet),08-01-14,Fine,2100
Bangalore,Ragi (Finger Millet),09-01-14,Fine,2000
Bangalore,Ragi (Finger Millet),13-01-14,Fine,1850
Bangalore,Ragi (Finger Millet),16-01-14,Fine,1850
Bangalore,Ragi (Finger Millet),17-01-14,Fine,1700
Bangalore,Ragi (Finger Millet),18-01-14,Fine,1700
Bangalore,Ragi (Finger Millet),20-01-14,Fine,1700
Bangalore,Ragi (Finger Millet),21-01-14,Fine,1600
Bangalore,Ragi (Finger Millet),22-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),23-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),24-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),25-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),27-01-14,Fine,1800
Bangalore,Ragi (Finger Millet),28-01-14,Fine,1700
Bangalore,Ragi (Finger Millet),29-01-14,Fine,1700
Bangalore,Ragi (Finger Millet),30-01-14,Fine,1600
Bangalore,Ragi (Finger Millet),31-01-14,Fine,1600
Bangalore,Ragi (Finger Millet),04-02-14,Fine,1800
Bangalore,Ragi (Finger Millet),06-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),07-02-14,Fine,2000
Bangalore,Ragi (Finger Millet),08-02-14,Fine,2100
Bangalore,Ragi (Finger Millet),09-02-14,Fine,2000
Bangalore,Ragi (Finger Millet),13-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),14-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),15-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),17-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),18-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),19-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),20-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),21-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),22-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),24-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),25-02-14,Fine,1500
Bangalore,Ragi (Finger Millet),26-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),27-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),28-02-14,Fine,1600
Bangalore,Ragi (Finger Millet),01-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),02-03-14,Fine,1600
Bangalore,Ragi (Finger Millet),03-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),04-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),05-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),06-03-14,Fine,1500
Bangalore,Ragi (Finger Millet),07-03-14,Fine,2000
Bangalore,Ragi (Finger Millet),09-03-14,Fine,2100
Bangalore,Ragi (Finger Millet),11-03-14,Fine,2200
Bangalore,Ragi (Finger Millet),13-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),14-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),15-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),17-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),18-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),19-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),20-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),21-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),22-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),24-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),25-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),26-03-14,Fine,1700
Bangalore,Ragi (Finger Millet),27-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),28-03-14,Fine,1800
Bangalore,Ragi (Finger Millet),29-03-14,Fine,1900
Bangalore,Ragi (Finger Millet),01-04-14,Fine,1800
